timestamp,open,high,low,close,volume,symbol,market_cap
2024-12-22 14:15:00,0.0008279516476237796,0.0008250144377526612,0.0007486897928624912,0.0008279516476237796,4598780.08,BTTC,5.38
2024-12-22 14:30:00,0.0007451564828614005,0.0007425129939773959,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 14:45:00,0.0007451564828614005,0.0006600115502021289,0.0005823142833374928,0.0005795661533366456,4598780.08,BTTC,5.38
2024-12-22 15:00:00,0.0005795661533366456,0.0006600115502021289,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 15:15:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 15:30:00,0.0006623613180990248,0.0006600115502021289,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 15:45:00,0.0006623613180990248,0.0006600115502021289,0.0005823142833374928,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 16:00:00,0.0007451564828614005,0.0006600115502021289,0.0005823142833374928,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 16:15:00,0.0007451564828614005,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 16:30:00,0.0007451564828614005,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 16:45:00,0.0007451564828614005,0.0006600115502021289,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 17:00:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 17:15:00,0.0007451564828614005,0.0006600115502021289,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 17:30:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 17:45:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 18:00:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 18:15:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 18:30:00,0.0007451564828614005,0.0007425129939773959,0.000665502038099992,0.0008279516476237796,4598780.08,BTTC,5.38
2024-12-22 18:45:00,0.0007451564828614005,0.0007425129939773959,0.0007486897928624912,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 19:00:00,0.0008279516476237796,0.0007425129939773959,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 19:15:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 19:30:00,0.0006623613180990248,0.0005775101064268637,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 19:45:00,0.0006623613180990248,0.0005775101064268637,0.0005823142833374928,0.0005795661533366456,4598780.08,BTTC,5.38
2024-12-22 20:00:00,0.0006623613180990248,0.0005775101064268637,0.0005823142833374928,0.0005795661533366456,4598780.08,BTTC,5.38
2024-12-22 20:15:00,0.0005795661533366456,0.0005775101064268637,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 20:30:00,0.0006623613180990248,0.0005775101064268637,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 20:45:00,0.0006623613180990248,0.0006600115502021289,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
2024-12-22 21:00:00,0.0007451564828614005,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 21:15:00,0.0006623613180990248,0.0006600115502021289,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 21:30:00,0.0007451564828614005,0.0007425129939773959,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 21:45:00,0.0008279516476237796,0.0007425129939773959,0.000665502038099992,0.0007451564828614005,4598780.08,BTTC,5.38
2024-12-22 22:00:00,0.0007451564828614005,0.0006600115502021289,0.0005823142833374928,0.0005795661533366456,4598780.08,BTTC,5.38
2024-12-22 22:15:00,0.0005795661533366456,0.0006600115502021289,0.0005823142833374928,0.0006623613180990248,4598780.08,BTTC,5.38
