timestamp,open,high,low,close,volume
2024-12-23 17:30:00,0.00010882,0.0001089,0.00010764,0.00010764,335773412.0
2024-12-23 17:45:00,0.00010769,0.00010787,0.00010734,0.00010744,140584590.0
2024-12-23 18:00:00,0.00010744,0.0001078,0.00010733,0.00010768,27040787.0
2024-12-23 18:15:00,0.00010757,0.00010768,0.00010717,0.00010728,139027765.0
2024-12-23 18:30:00,0.00010728,0.00010737,0.00010653,0.00010668,235916058.0
2024-12-23 18:45:00,0.00010668,0.000107,0.00010645,0.00010677,181616141.0
2024-12-23 19:00:00,0.00010677,0.00010771,0.00010673,0.00010771,184494064.0
2024-12-23 19:15:00,0.00010771,0.0001086,0.00010763,0.00010835,653428866.0
2024-12-23 19:30:00,0.00010835,0.00010874,0.00010796,0.0001083,99889366.0
2024-12-23 19:45:00,0.00010824,0.00010916,0.00010802,0.00010901,622187542.0
2024-12-23 20:00:00,0.0001091,0.00010919,0.00010794,0.00010811,693263600.0
2024-12-23 20:15:00,0.00010824,0.00010895,0.00010812,0.0001086,139011252.0
2024-12-23 20:30:00,0.00010864,0.0001095,0.00010862,0.00010873,202128161.0
2024-12-23 20:45:00,0.00010873,0.00011006,0.00010864,0.00011006,337421395.0
2024-12-23 21:00:00,0.00010992,0.00011089,0.00010992,0.00011073,442629322.0
2024-12-23 21:15:00,0.00011072,0.00011095,0.00011011,0.0001109,256063861.0
2024-12-23 21:30:00,0.00011077,0.0001109,0.00010976,0.00010987,322482855.0
2024-12-23 21:45:00,0.00010986,0.0001099,0.00010923,0.00010943,258343293.0
2024-12-23 22:00:00,0.00010932,0.00010972,0.0001093,0.00010942,212898827.0
2024-12-23 22:15:00,0.00010942,0.00011049,0.00010934,0.00011049,169818760.0
2024-12-23 22:30:00,0.00011043,0.00011043,0.00011016,0.00011017,48657349.0
2024-12-23 22:45:00,0.00011017,0.00011055,0.00011017,0.00011053,60304197.0
2024-12-23 23:00:00,0.00011056,0.00011096,0.00011025,0.00011044,214041732.0
2024-12-23 23:15:00,0.00011046,0.00011098,0.00011029,0.00011043,172923438.0
2024-12-23 23:30:00,0.00011045,0.00011047,0.0001098,0.00010981,163776408.0
2024-12-23 23:45:00,0.00010981,0.00010986,0.0001096,0.00010972,161213175.0
2024-12-24 00:00:00,0.00010972,0.00010977,0.00010924,0.00010927,193421966.0
2024-12-24 00:15:00,0.00010928,0.0001096,0.00010922,0.00010937,119376914.0
2024-12-24 00:30:00,0.00010935,0.0001097,0.00010922,0.00010929,157919217.0
2024-12-24 00:45:00,0.00010933,0.00010981,0.00010917,0.00010966,31751695.0
2024-12-24 01:00:00,0.00010965,0.00010993,0.00010951,0.00010976,33440280.0
2024-12-24 01:15:00,0.00010968,0.00010975,0.00010928,0.00010943,55412511.0
2024-12-24 01:30:00,0.00010949,0.00010951,0.0001087,0.00010871,190792343.0
2024-12-24 01:45:00,0.00010871,0.00010883,0.00010837,0.0001084,95554501.0
2024-12-24 02:00:00,0.00010843,0.00010883,0.00010823,0.00010825,122858196.0
2024-12-24 02:15:00,0.00010823,0.00010834,0.00010812,0.00010821,65430320.0
2024-12-24 02:30:00,0.00010824,0.00010862,0.00010808,0.00010861,88273216.0
2024-12-24 02:45:00,0.0001086,0.00010884,0.0001082,0.00010823,81657279.0
2024-12-24 03:00:00,0.00010841,0.00010882,0.00010832,0.00010857,71726547.0
2024-12-24 03:15:00,0.00010866,0.00010917,0.00010851,0.0001089,102969501.0
2024-12-24 03:30:00,0.00010903,0.00010967,0.00010903,0.00010954,135327156.0
2024-12-24 03:45:00,0.00010949,0.00010969,0.0001094,0.00010969,43174613.0
2024-12-24 04:00:00,0.00010964,0.00010971,0.0001094,0.00010959,43186180.0
2024-12-24 04:15:00,0.00010957,0.00011022,0.00010943,0.00011013,302098276.0
2024-12-24 04:30:00,0.00011021,0.0001104,0.00010966,0.00010978,157982042.0
2024-12-24 04:45:00,0.00010975,0.00010985,0.0001093,0.00010982,61977096.0
2024-12-24 05:00:00,0.00010982,0.00011023,0.00010953,0.00011023,92520116.0
2024-12-24 05:15:00,0.00011026,0.00011031,0.00010983,0.00011017,71762065.0
2024-12-24 05:30:00,0.00011015,0.00011048,0.00010982,0.00011039,99242559.0
2024-12-24 05:45:00,0.00011037,0.00011049,0.00011012,0.00011039,157897964.0
2024-12-24 06:00:00,0.0001103,0.00011048,0.00010998,0.00011018,134568816.0
2024-12-24 06:15:00,0.00011011,0.00011172,0.00010974,0.00011122,1146675114.0
